Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
823,female,group B,high school,free/reduced,none,married,sometimes,no,3.0,private,< 5,68,85,80,medium
828,female,group D,,free/reduced,completed,single,regularly,no,2.0,school_bus,5 - 10,71,87,83,medium
833,female,group B,high school,standard,completed,married,never,no,2.0,private,5 - 10,74,80,86,medium
839,female,group C,associate's degree,standard,none,single,never,no,1.0,private,5 - 10,64,75,71,medium
847,male,group D,high school,standard,none,,sometimes,no,2.0,,5 - 10,64,54,50,low
866,male,group C,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,59,53,52,low
871,female,group C,some college,standard,completed,single,sometimes,no,2.0,school_bus,< 5,67,70,74,medium
887,male,,high school,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,57,74,61,low
921,female,group C,high school,free/reduced,none,widowed,sometimes,no,4.0,school_bus,< 5,33,52,45,low
930,male,group C,some college,free/reduced,completed,widowed,regularly,no,1.0,school_bus,5 - 10,69,75,71,medium
975,female,group C,some college,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,64,82,77,medium
976,male,group B,some college,free/reduced,completed,married,regularly,no,5.0,school_bus,< 5,59,61,60,low
17,male,group D,some college,standard,none,married,sometimes,no,,private,> 10,90,82,76,medium
42,female,group B,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,> 10,64,74,69,low
59,female,group E,some college,free/reduced,none,married,regularly,no,3.0,,5 - 10,71,75,75,medium
71,male,,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,< 5,86,95,91,high
89,female,group D,some high school,standard,none,single,regularly,no,3.0,school_bus,< 5,63,73,74,medium
123,male,group C,associate's degree,free/reduced,none,single,regularly,no,4.0,private,> 10,83,83,79,medium
130,male,group D,some college,free/reduced,none,married,regularly,no,5.0,school_bus,> 10,55,59,51,low
147,female,group C,master's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,77,80,83,medium
163,female,group B,bachelor's degree,standard,none,divorced,regularly,no,1.0,private,> 10,73,77,78,medium
165,female,,some high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,56,61,57,low
201,male,group C,some college,standard,none,single,never,no,3.0,private,> 10,78,82,76,medium
225,female,group C,high school,free/reduced,none,divorced,regularly,no,3.0,school_bus,> 10,47,60,59,low
228,male,,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,75,86,82,medium
254,male,group B,high school,standard,completed,single,,no,5.0,private,5 - 10,64,69,65,low
256,female,group D,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,53,60,56,low
264,female,group A,some college,standard,,single,sometimes,no,1.0,school_bus,< 5,59,66,62,low
270,female,group A,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,48,48,54,low
303,male,group D,,standard,completed,single,sometimes,no,5.0,school_bus,,85,85,81,medium
327,female,group C,some college,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,40,62,62,low
432,female,,master's degree,free/reduced,none,married,never,no,1.0,private,5 - 10,49,70,64,low
435,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,62,77,73,medium
439,male,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,private,> 10,100,87,94,high
441,male,group B,some high school,standard,completed,married,sometimes,no,1.0,private,< 5,67,75,77,medium
444,female,group C,some college,standard,none,married,never,no,3.0,private,5 - 10,69,80,77,medium
476,male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,99,86,86,high
513,female,group B,high school,standard,none,married,,no,2.0,private,< 5,69,74,68,medium
532,female,,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,42,42,46,low
541,female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,87,93,87,high
558,female,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,,,71,75,80,medium
611,male,group D,high school,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,92,88,88,high
633,female,group C,master's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,63,78,74,medium
635,female,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,,5 - 10,48,62,52,low
640,male,group C,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,63,72,low
683,female,group D,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,67,77,78,medium
686,male,group E,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,73,75,61,medium
743,female,group D,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,51,65,64,low
776,male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,62,63,61,low
802,male,group A,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,64,59,62,low
812,male,,high school,free/reduced,,married,regularly,no,2.0,school_bus,> 10,64,83,81,medium
826,female,group A,bachelor's degree,standard,completed,married,sometimes,no,1.0,private,,83,85,90,high
828,female,,some high school,standard,none,,,no,1.0,private,5 - 10,62,84,87,medium
872,female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,< 5,52,69,69,low
885,female,group A,bachelor's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,65,69,78,medium
895,female,group C,some college,standard,completed,married,sometimes,no,3.0,school_bus,< 5,67,82,88,medium
909,male,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,75,60,62,low
938,female,group C,associate's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,67,78,79,medium
964,male,group B,some college,free/reduced,none,divorced,regularly,no,3.0,private,< 5,42,39,39,low
970,male,group D,high school,standard,none,married,never,no,3.0,,5 - 10,84,88,78,medium
17,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,50,53,52,low
32,male,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,68,70,63,low
78,female,group E,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,43,57,63,low
168,female,,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,61,73,66,low
169,female,group D,some high school,free/reduced,none,married,never,no,2.0,school_bus,> 10,25,32,32,low
170,male,group C,some college,standard,none,single,never,no,3.0,private,> 10,69,66,65,low
193,male,group B,bachelor's degree,standard,none,married,sometimes,no,4.0,private,> 10,90,87,84,high
213,male,group D,some high school,standard,none,married,never,no,3.0,,< 5,59,47,47,low
232,male,group C,some college,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,71,58,low
253,male,group B,some college,free/reduced,completed,married,,no,3.0,school_bus,5 - 10,70,69,77,medium
273,female,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,60,68,67,low
276,female,group B,associate's degree,standard,completed,married,regularly,no,1.0,,5 - 10,66,73,67,low
280,male,group E,some high school,standard,none,single,never,no,5.0,private,5 - 10,80,69,66,medium
292,male,group C,some college,free/reduced,completed,married,regularly,no,3.0,private,> 10,58,61,64,low
294,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,63,70,70,low
296,female,group C,high school,standard,none,married,,no,2.0,school_bus,5 - 10,59,66,67,low
330,male,group D,high school,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,64,72,62,low
340,male,group B,some college,standard,completed,divorced,sometimes,no,5.0,school_bus,< 5,78,83,80,medium
345,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,77,91,88,medium
371,male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,63,57,58,low
391,female,group D,high school,free/reduced,completed,divorced,regularly,no,4.0,school_bus,< 5,60,81,78,medium
395,female,group D,associate's degree,standard,none,widowed,regularly,no,4.0,school_bus,5 - 10,58,64,62,low
401,male,group B,high school,free/reduced,none,married,sometimes,no,2.0,private,< 5,61,56,51,low
429,female,group E,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,96,95,99,high
430,male,group C,master's degree,standard,completed,,regularly,no,1.0,private,< 5,80,67,70,medium
434,female,group D,bachelor's degree,standard,none,single,sometimes,no,2.0,,> 10,57,73,68,low
440,female,group E,high school,standard,none,single,regularly,no,4.0,private,5 - 10,100,96,95,high
457,female,group A,high school,standard,completed,single,regularly,no,,school_bus,,59,78,72,medium
458,male,group C,some high school,standard,none,widowed,sometimes,no,,private,5 - 10,71,60,63,low
496,female,group E,master's degree,free/reduced,,married,regularly,no,1.0,private,5 - 10,91,99,100,high
558,male,group C,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,62,63,63,low
561,male,group E,master's degree,free/reduced,none,,regularly,no,2.0,school_bus,5 - 10,73,73,77,medium
591,male,group D,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,92,81,79,medium
627,male,,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,82,61,64,low
642,male,group D,some high school,standard,none,married,sometimes,no,3.0,private,5 - 10,74,62,63,low
658,female,group B,some college,free/reduced,completed,married,,no,1.0,school_bus,5 - 10,39,54,59,low
686,female,group C,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,33,42,45,low
693,male,group B,high school,standard,completed,married,never,no,1.0,private,< 5,81,83,82,medium
699,female,group D,bachelor's degree,standard,completed,single,never,no,2.0,school_bus,< 5,82,97,93,high
734,female,,high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,77,79,78,medium
788,female,group E,some college,standard,none,married,regularly,no,2.0,private,< 5,73,78,79,medium
794,female,group E,high school,standard,completed,married,sometimes,no,2.0,school_bus,< 5,82,77,82,medium
838,female,group C,high school,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,52,55,55,low
861,male,group B,,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,60,low
866,female,group A,high school,free/reduced,completed,married,never,no,1.0,school_bus,< 5,46,56,56,low
950,female,group C,some college,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,5 - 10,47,50,58,low
967,male,group C,some high school,free/reduced,completed,married,regularly,no,,school_bus,5 - 10,85,77,76,medium
999,female,group E,some high school,standard,,married,sometimes,no,1.0,private,< 5,78,78,80,medium
11,female,group C,bachelor's degree,standard,completed,married,regularly,no,3.0,school_bus,< 5,72,75,79,medium
14,female,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,76,81,85,medium
34,male,group C,some college,free/reduced,completed,divorced,regularly,no,1.0,private,5 - 10,63,70,73,low
35,female,group A,some college,standard,none,single,never,no,2.0,private,5 - 10,30,47,41,low
39,female,group D,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,69,86,92,medium
53,male,group C,some college,standard,,widowed,sometimes,no,1.0,private,> 10,57,59,55,low
63,female,group A,some college,standard,completed,divorced,regularly,no,1.0,private,5 - 10,98,98,100,high
79,male,group E,some high school,standard,completed,divorced,sometimes,no,2.0,school_bus,< 5,75,82,71,medium
91,male,group B,associate's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,69,63,59,low
92,male,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,51,44,47,low
98,female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,33,41,44,low
102,male,group E,high school,free/reduced,none,married,regularly,no,2.0,,> 10,56,58,52,low
121,female,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,69,80,81,medium
139,male,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,> 10,89,80,76,medium
177,male,group A,master's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,46,53,49,low
199,female,group D,some high school,free/reduced,,married,sometimes,no,1.0,school_bus,< 5,46,49,47,low
215,female,group D,master's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,86,91,91,high
247,female,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,56,76,70,low
293,female,,some college,standard,none,single,sometimes,no,5.0,school_bus,< 5,67,67,66,low
301,male,group B,some college,free/reduced,completed,single,never,no,1.0,school_bus,5 - 10,78,75,76,medium
303,female,group C,bachelor's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,64,73,74,medium
311,male,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,87,81,78,medium
316,female,group C,associate's degree,standard,none,divorced,sometimes,no,4.0,private,> 10,72,85,76,medium
342,female,group B,high school,standard,completed,married,never,no,3.0,,< 5,60,78,83,medium
349,female,group A,some high school,standard,none,married,sometimes,no,3.0,private,> 10,61,73,68,low
371,male,group C,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5,84,87,87,high
372,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,61,67,71,low
380,male,group A,some college,standard,completed,married,sometimes,no,2.0,,> 10,78,80,75,medium
398,female,group E,some high school,free/reduced,none,married,regularly,no,1.0,private,> 10,92,90,86,high
404,male,group D,high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,78,77,78,medium
408,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,< 5,65,90,91,medium
459,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,48,45,56,low
460,male,group D,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,53,51,52,low
465,female,group B,some college,standard,none,,regularly,no,1.0,school_bus,5 - 10,49,62,61,low
486,female,,bachelor's degree,standard,none,divorced,never,no,5.0,school_bus,5 - 10,67,89,85,medium
508,female,group B,some college,standard,completed,single,regularly,no,1.0,private,5 - 10,77,78,82,medium
526,male,group E,some high school,standard,completed,,regularly,no,1.0,school_bus,< 5,65,66,61,low
583,male,group D,master's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,75,71,69,medium
587,female,group E,some college,standard,none,married,never,no,3.0,private,5 - 10,82,87,82,medium
595,male,group B,master's degree,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,51,57,54,low
618,female,,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,64,65,64,low
661,male,group A,some college,standard,completed,divorced,sometimes,no,2.0,private,5 - 10,61,53,58,low
669,female,group D,some high school,standard,none,single,,no,2.0,school_bus,< 5,74,68,72,medium
676,male,group E,,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,91,85,73,medium
702,male,group C,some high school,free/reduced,completed,,sometimes,no,4.0,private,5 - 10,45,53,42,low
708,male,group C,associate's degree,standard,none,,never,no,2.0,private,5 - 10,59,54,50,low
717,female,group E,high school,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,65,80,73,medium
740,male,group D,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,88,90,90,high
787,female,,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,68,87,78,medium
820,male,group D,high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,76,76,67,medium
825,male,,associate's degree,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,37,36,32,low
836,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,> 10,56,74,78,low
874,female,group E,some college,standard,none,single,never,no,3.0,school_bus,> 10,57,66,62,low
893,male,,,free/reduced,none,married,regularly,no,2.0,private,5 - 10,55,62,54,low
920,male,group D,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10,70,80,76,medium
961,female,group D,associate's degree,standard,completed,single,never,no,1.0,school_bus,> 10,58,72,75,low
43,female,group D,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,72,82,88,medium
51,male,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,,80,77,79,medium
99,male,group B,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,69,68,69,low
125,male,group D,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,> 10,63,63,57,low
151,female,group B,high school,standard,none,,sometimes,no,2.0,private,< 5,56,60,64,low
164,female,group B,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,81,95,100,high
169,female,group B,some high school,standard,none,married,sometimes,no,5.0,,> 10,46,56,52,low
205,female,group C,bachelor's degree,free/reduced,completed,married,regularly,no,4.0,school_bus,5 - 10,87,91,100,high
228,female,group B,bachelor's degree,standard,none,single,sometimes,no,4.0,private,5 - 10,53,65,68,low
237,female,,high school,free/reduced,completed,divorced,regularly,no,2.0,private,5 - 10,79,97,93,high
240,female,group C,some high school,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,52,71,65,low
247,male,group E,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,78,70,medium
274,male,group D,master's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,77,83,medium
315,male,group D,high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,,51,54,58,low
326,male,group B,some college,standard,none,,never,no,3.0,private,5 - 10,38,42,38,low
327,male,group E,some college,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,62,44,48,low
336,female,group C,associate's degree,standard,completed,single,never,no,1.0,,5 - 10,73,75,79,medium
341,male,group B,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,64,60,58,low
369,male,group C,associate's degree,free/reduced,,married,never,no,3.0,,5 - 10,48,54,55,low
376,female,group E,some college,free/reduced,none,,sometimes,no,1.0,school_bus,5 - 10,30,32,26,low
439,female,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,75,83,77,medium
459,male,,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,59,52,48,low
479,male,group C,associate's degree,standard,none,divorced,regularly,no,5.0,school_bus,< 5,95,85,84,high
514,female,group A,bachelor's degree,free/reduced,none,married,,no,1.0,school_bus,> 10,46,63,56,low
519,male,group A,high school,free/reduced,,married,sometimes,no,1.0,school_bus,5 - 10,58,68,61,low
532,female,group B,some college,standard,none,single,regularly,no,,school_bus,< 5,50,66,65,low
540,female,group D,,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,54,64,64,low
548,male,group E,bachelor's degree,free/reduced,completed,single,never,no,3.0,private,,60,64,67,low
576,male,group C,some college,standard,completed,divorced,regularly,no,1.0,school_bus,> 10,84,80,83,medium
584,female,group B,master's degree,standard,none,married,sometimes,no,1.0,private,< 5,77,88,88,medium
635,male,group C,high school,free/reduced,none,married,,no,1.0,school_bus,5 - 10,69,69,68,low
645,female,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,77,80,75,medium
676,female,group B,some college,standard,none,married,regularly,no,2.0,private,5 - 10,81,87,92,high
678,male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,66,66,low
740,male,group B,some college,standard,completed,married,never,no,4.0,school_bus,< 5,77,76,79,medium
776,female,group E,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,67,75,76,medium
827,male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,67,57,62,low
855,male,group E,high school,free/reduced,completed,single,regularly,no,1.0,private,> 10,67,73,72,medium
863,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,> 10,69,79,81,medium
870,female,group D,some college,standard,completed,,sometimes,no,3.0,school_bus,> 10,44,60,64,low
919,female,group C,high school,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,68,81,84,medium
974,male,group C,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,74,86,83,medium
9,female,group A,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,60,66,65,low
93,male,group D,master's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,96,99,99,high
111,female,group B,some college,free/reduced,completed,divorced,regularly,no,3.0,private,< 5,43,68,63,low
163,female,group E,high school,standard,none,divorced,regularly,no,1.0,,5 - 10,82,84,82,medium
183,male,group B,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,40,33,41,low
193,female,group A,associate's degree,free/reduced,completed,married,sometimes,no,2.0,,< 5,53,61,61,low
234,female,group C,,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,< 5,67,76,78,medium
236,male,group E,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,55,58,57,low
251,male,group E,associate's degree,standard,none,married,sometimes,no,2.0,private,,90,82,74,medium
259,male,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,55,53,low
273,female,group D,some high school,standard,none,married,regularly,no,5.0,private,< 5,78,88,88,medium
292,male,group E,some college,standard,completed,single,regularly,no,3.0,private,5 - 10,98,91,87,high
299,male,group A,high school,free/reduced,none,widowed,never,no,2.0,school_bus,5 - 10,45,50,39,low
303,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,60,68,81,medium
345,female,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,,65,79,84,medium
359,male,group D,master's degree,free/reduced,none,single,,no,2.0,private,> 10,60,55,57,low
435,female,group B,some high school,standard,completed,married,sometimes,no,2.0,private,< 5,80,92,93,high
443,female,group C,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,63,74,74,medium
446,male,group B,some college,free/reduced,none,married,never,no,1.0,,> 10,43,49,38,low
477,female,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,46,55,57,low
497,male,group D,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,60,65,59,low
535,male,group C,some high school,standard,,married,sometimes,no,1.0,school_bus,5 - 10,60,51,50,low
566,male,group B,high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,88,82,68,medium
588,male,group B,high school,standard,completed,married,sometimes,no,,school_bus,> 10,84,98,92,high
608,male,,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,42,55,51,low
612,male,group D,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,72,74,67,medium
624,male,group C,some college,standard,completed,married,sometimes,no,1.0,private,< 5,54,39,41,low
626,male,group E,some college,free/reduced,completed,married,regularly,no,2.0,private,< 5,68,55,65,low
638,male,group C,master's degree,free/reduced,completed,single,sometimes,no,1.0,,5 - 10,79,82,80,medium
661,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,> 10,72,71,72,medium
663,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,87,83,83,medium
668,male,group D,,free/reduced,completed,divorced,regularly,no,3.0,school_bus,> 10,53,62,56,low
678,male,group C,associate's degree,standard,none,married,sometimes,no,,school_bus,5 - 10,44,56,49,low
730,male,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,< 5,71,68,69,low
748,female,group C,some college,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,63,71,74,low
760,male,group C,bachelor's degree,standard,none,married,sometimes,no,,school_bus,< 5,73,78,79,medium
783,female,group D,some college,free/reduced,none,married,regularly,no,1.0,private,< 5,70,75,77,medium
806,male,group D,master's degree,standard,,married,,no,3.0,private,> 10,94,91,91,high
873,female,group D,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,42,63,63,low
883,female,group A,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,90,88,high
893,female,group D,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,62,75,75,medium
931,female,group C,high school,standard,none,married,sometimes,no,2.0,private,> 10,59,59,62,low
948,female,group C,associate's degree,free/reduced,none,married,,no,2.0,school_bus,> 10,61,70,74,low
994,male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,85,80,72,medium
1,male,group B,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,46,53,46,low
10,male,group C,some college,standard,completed,divorced,sometimes,no,5.0,private,5 - 10,69,61,67,low
31,female,group C,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,75,85,81,medium
56,male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,85,88,86,high
68,female,group A,associate's degree,standard,none,widowed,sometimes,no,1.0,school_bus,,83,100,97,high
84,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,65,72,66,low
91,female,group B,master's degree,standard,completed,single,never,no,,private,5 - 10,88,93,97,high
114,male,group C,some college,standard,none,married,sometimes,no,,,> 10,83,73,65,medium
140,male,group B,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,94,87,82,high
153,female,group C,associate's degree,free/reduced,,married,regularly,no,4.0,school_bus,5 - 10,64,90,86,medium
157,male,group C,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,84,70,69,medium
159,male,group B,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,64,68,74,low
180,male,group D,some high school,standard,none,divorced,sometimes,no,4.0,private,5 - 10,80,54,59,low
211,female,group E,associate's degree,standard,none,divorced,regularly,no,1.0,,5 - 10,79,95,87,high
289,female,group D,,standard,none,married,regularly,no,,school_bus,5 - 10,43,50,57,low
306,male,group D,high school,standard,completed,divorced,regularly,no,2.0,private,> 10,82,82,76,medium
326,male,group E,some high school,standard,completed,married,regularly,no,1.0,private,5 - 10,89,74,74,medium
338,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,< 5,75,82,83,medium
350,female,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,55,69,74,low
357,female,group B,,standard,,married,sometimes,no,1.0,private,5 - 10,49,51,50,low
407,male,group E,master's degree,free/reduced,none,single,sometimes,no,4.0,,< 5,52,33,37,low
422,male,group B,high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,63,77,66,low
436,male,group D,bachelor's degree,standard,completed,married,regularly,no,,school_bus,> 10,80,67,71,medium
459,male,group C,associate's degree,standard,none,married,sometimes,no,2.0,private,< 5,79,83,81,medium
472,female,group C,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,< 5,76,73,66,medium
475,female,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,> 10,77,82,96,medium
505,female,,some high school,free/reduced,none,married,regularly,no,3.0,private,< 5,36,48,46,low
509,female,group D,bachelor's degree,standard,none,married,never,no,1.0,school_bus,< 5,46,51,52,low
523,female,group B,associate's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,54,65,71,low
540,female,,some high school,standard,completed,married,sometimes,no,2.0,,> 10,71,80,81,medium
552,male,group E,high school,free/reduced,completed,married,regularly,no,5.0,school_bus,,66,68,60,low
599,female,group C,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,51,58,55,low
642,female,group C,some college,standard,,single,never,no,1.0,school_bus,,73,77,78,medium
668,female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,60,67,68,low
688,female,group D,some high school,standard,none,married,sometimes,no,4.0,private,< 5,88,87,89,high
733,female,group C,high school,standard,completed,married,sometimes,no,1.0,private,< 5,70,86,81,medium
747,female,group E,master's degree,standard,none,divorced,never,no,4.0,private,< 5,94,97,95,high
778,female,group C,some college,standard,completed,single,sometimes,no,,school_bus,< 5,82,93,90,high
823,female,group C,some college,standard,none,single,never,no,4.0,school_bus,> 10,58,75,74,low
829,female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,58,66,62,low
834,female,group A,some high school,standard,completed,married,regularly,no,1.0,private,< 5,57,67,65,low
835,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,76,77,83,medium
869,female,group C,associate's degree,standard,none,married,regularly,no,2.0,private,5 - 10,54,69,63,low
875,female,group B,some high school,standard,completed,married,regularly,no,1.0,private,> 10,85,91,95,high
878,male,group B,some college,standard,completed,divorced,regularly,no,4.0,private,5 - 10,64,53,58,low
887,female,group C,high school,standard,none,married,sometimes,no,5.0,private,> 10,57,69,67,low
905,male,group A,high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,80,70,60,medium
